sentimen,tweet,hashtags,mentions,tweet_length
1,jokowi jawab kritik pertumbuhan ekonomi 5 dan pamerkan akuisisi freeport,[],[],210
1,prabowo ekonomi ri salah arah karena salah presiden presiden sebelum jokowi via metrobali,[],['@metrobali'],198
1,kegiatan ini diselenggarakan utk yg ke 2 kalinya sejak diluncurkan oleh presiden jokowi 4 april 2018 diselenggarakan dengan tema implementasi making indonesia 4 0 menuju indonesia menjadi negara 10 besar ekonomi dunia 0,"['#IIS2019', '#Industri4', '#IIS2019']",['@jokowi'],286
1,debat terbuka sandi dinilai kuasai ekonomi jokowi paksa bicara digital,[],[],189
2,sejujurnya w setuju sih gimana ya debat terakhir kemarin itu adalah debat capres pertama yang w tonton dan menurutku meskipun pak jokowi ngomongnya e e gitu tp dia tuh ngerti teori semacam ekonomi mikro makro gmn penanganannya dsb bangga,[],[],303
1,detik detik prabowo celingak celinguk tidak paham ekonomi makro mikro simak,[],[],163
1,pak wowo dalam debat mengatakan orientasi ekonomi indonesia tidak berada di jalur yg benar akibat ulah presiden2 sebelum pak jokowi,['#PrabowoSalahkanSBY'],['@jokowi'],180
1,pak jokowi tetap menghargai presiden2 sebelumnya berkat mereka muncul presiden yg nggak banyak bicara terus bekerjasama dg para ahli di kabinetnya maupun ahli yg siap menyumbangkan idenya untuk memajukan indonesia dan mengajak semua untuk kerja kerja kerja,[],[],326
0,ps bolak balik menyinggung soal deindustrialisasi anehnya dia mengatakan tak ingin menyalahkan jokowi dia malah berujar salah arahnya pembangunan ekonomi indonesia tak terlepas dr andil presiden sebelum jokowi jelaskan,['#PrabowoSalahkanSBY'],['@jokowi'],271
2,dengan niat yang tulus kami relawan di daerah siap menangkan jokowi dan menjadikan moment di sebagai tragedi yang paling berharga bagi bangsa dan negara,"['#MulaiPutihkanGBK', '#2019BaliJOIN', '#2019TetapJokowi']",['@Jokowi'],203
1,sering sebut emak emak sebagai standar kondisi ekonomi sandi dikepret jokowi,[],[],199
2,masuk akal bagi prabowo sandi karena sandiaga uno ga pernah ambil gaji waktu jadi wakil gubernur,[],[],96
1,rt gesuriid era pemerintahan jokowi terjadi pemerataan ekonomi,['#pdiperjuangan'],[],176
1,rt trans7 menurut prabowo digital digital itu bagus tapi rakyat kita perlu swasembada pangan dengan harga terjangkau kita harus turunkan harga,['#DebatPilpres2019diTrans7'],[],203
0,ketika paslon 01 bahas ekonomi makro secara global paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2 hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan semakin mantap pilih jokowi,['#PrabowoSalahkanSBY'],['@jokowi'],264
2,semakin mantap pilih jokowi ketika paslon 01 bahas ekonomi makro secara global paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2 hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan,['#PrabowoSalahkanSBY'],['@jokowi'],264
1,apa saja kabar menarik dalam sepekan ini ya kita mulai saja ada soal jokowi yang kena hoaks lebih banyak permainan di balik harga tiket pesawat dan 4 kabar lainnya,['#RingkasanSepekan'],[],263
0,iya neh bpk sprtnya kurang sehat terlihat dr raut wajah kan keterlaluan gubernurnya masak sampe biarin anak kagak makan kerjaan nye ape tuh pencitraan mlulu dibayar rakyat neh jgn makan gaji buta,[],[],205
0,ini obrolan ngalor ngidul gak jelas blas apa urusannya mobile legends sama ekonomi nasional mengada ada kejauhan banget bicara industri kreatif seluruh kreasi dan nilai ekonominya kan diekspor lagi keluar lalu yg dijual pak jokowi semalem itu apa,[],[],320
0,nahdlatululama heran prabowo bilang mau mau tingkatkan penerimaan pajak kok sandi bilang akan menghapus pajak dr pengusaha kecil ini kok bertolak belakang kebijakan nya coba deh dengar ulang debat nya masalah pajak itu,[],['@nahdlatululama'],229
1,jika jadi presiden wapres gaji prabowo sandi untuk negara,[],[],110
2,yup nah kalo gini diskusinya enak ya tambahan dr sy tidak sekadar ukuran ttp juga kualitasnya atau tingkat prioritasnya misal target pemerataan pembangunan d luar pulau jawa mgkn mjd prior krn pemerintah ingin menumbuhkan bibit2 pertumbuhan ekonomi yg baru di sana,[],[],269
0,pak wowo sukanya asbun ya istilah jowo waton njeplak kalo ngomong ada 16 paket kebijakan ekonomi di era pak jokowi ini pak wowo sering sekali ambil rujukan masa orde baru sih makanya presiden sby dll dianggap salah urus negara jua asal main serang aja hariadhi wangdendo,[],"['@hariadhi', '@wangdendo']",305
2,mertua saya guru honorer mengabdi dr smp ke sma hampir 8 tahun dengan gaji paling besar 450rb ikhlas saking suka sekali dengan profesi anak bungsu nya rela di momongkan ke tetangga semoga setlh pak prabowo jd presiden lbh menyantuni para guru honorer,[],['@prabowo'],258
2,infrastruktur bukan untuk dimakan tetapi untuk kedaulatan pangan mikir tujuan pembangunan infrastruktur seperti jalan tol pelabuhan atau bandara demi konektivitas masyarakat dan percepatan roda perekonomian,[],[],275
2,jika prabowo sandiuno terpilih menjadi presiden ri maka gaji nya tidak diambil diserahkan untuk kepentingan rakyat masya allah,"['#2019GantiPresiden', '#TPSTusukPrabowoSandi', '#17AprilCoblosPrabowoSandi']","['@prabowo', '@sandiuno']",260
0,logika berpikir andre jeblok apa krn caleg dki lantas gak tahu keadaan di lapangan mikirnya cm bisa selangkah keadaan perekonomian dunia yg serba sulit msh ngotot harga pupuk murah sama sj membunuh pabrikan mau disubsidi mikir gak klo keuangan negara cukup atau tidak,[],[],280
2,tentunya dengan program jokowi yang sangat pro rakyat seperti karto sembako untuk ibu ibu agar bisa membeli harga dengan murah sehingga meningkatkan kesejahteraan keluarganya,['#JokowiMenangTotalDebat'],[],199
1,ibarat selfy motret diri sendiri analis politik soal ekonomi jokowi kritik kebijakannya sendiri,[],[],176
2,komitmen inilah yg ditakuti si jae prabowo sandi komitmen jika terpilih sebagai kepala negara tidak akan ambil gaji,['#17AprilPilihPrabowoSandi'],[],264
1,jokowi fokuskan apbn apbd difokuskan pada belanja2 produktif untuk dorong ekonomi rakyat,"['#JokowiMenangTotalDebat', '#01ndonesiaMaju']",[],132
2,lebih baik tidak mengambil gaji dari pada memakan uang rakyat yah bong apalagi jual beli jabatan,[],[],101
1,tidak cuma cek harga jokowi juga akan perbaiki pasar,"['#2019JokowiKyaiMaruf', '#JokowiKHMarufUnggulanKita', '#DerinDiPRO2FM', '#InterBarÃ']",[],204
2,dengan pemerataan pembangunan yang dilakukan jokowi menjadi bukti jokowi melakukan kemajuan untuk kawasan ekonomu kusus industri pariwisata dan barang kerajinan untuk memperjuangkan ekonomi indonesia,['#JokowiMenangTotalDebat'],[],229
0,segmen debat tentang ekonomi syariah kemarin sangat tidak berbobot jokowi mau bikin halal park dekat gbk uno menyinggung indonesia sebagai salah satu pengimpor produk halal terbesar hello produk halal itu pada dasarnya ya semua produk yang tidak diharamkan,[],[],264
1,sandiuno prabowo mardanialisera fadlizon pak prabowo membalikkan pertanyaan pak jokowi tadi dengan menyinggung bahwa sektor ekonomi dan lapangan kerja harus di fokus kan memang dunia digital sedang hype jaman ini namun persoalan mendasar negeri har,[],"['@SandiUno', '@Prabowo', '@MardaniAliSera', '@FadliZon']",255
1,prabowo sebut garuda sulit untung tkn pengaruh harga avtur,[],[],232
1,dengan lugas jokowi sampaikan visi misinya dalam debat terakhir jokowi tegaskan akan mengembalikan watak asli kami di indonesia tidak bertumpu pada ekonomi saja namun juga pada pemerataan pembangunan,['#JokowiMenangTotalDebat'],[],225
1,prabowo sandi janji tak ambil gaji jika terpilih,[],[],49
0,hua ha ha skak mat prabowo sandiuno menghalalkan segala cara untuk rebut kekuasan udah gitu merengek rengek spy dpt kekuasan dng berdalih gak akan ambil gaji tp ambil tunjangan ayaniulva iwanpiliang7 musniumar hnurwahid sayapgaruda08 rizalkuddah,['#dasarkampretgila'],"['@prabowo', '@sandiuno', '@Ayaniulva', '@Iwanpiliang7', '@musniumar', '@hnurwahid', '@SayapGaruda08', '@rizalkuddah']",345
1,menuding sby dibalik semua kesalahan ekonomi indonesia jokowi 95teguh,['#PrabowoSalahkanSBY'],"['@jokowi', '@95_teguh']",118
2,pertumbuhan ekonomi harus diimbangi dengan pemerataan jokowi sekali lagi,[],[],101
1,prabowo sandi komitmen jika terpilih sebagai kepala negara tidak akan ambil gaji,[],[],198
1,saat ini hanya 2 pemimpin negara yg tidak mau di gaji yaitu paus fransiskus dr vatikan dan donald trump usa setelah 17 april yg ketiga prabowo sandi satu2 nya di asia,[],[],171
0,emg siapa yg nyuruh makan aspal ada trus sby gaji guru dan honorer d naikan prabowo juga pdhal peran penting adalah pertanian dan petani buruh tani guru bisa nyediain beras dan bahan makan yg lain semua petani klw petani ga sejahtera trs ngambek gmw nanam gmna km ta,[],[],280
2,70 tahun merdeka harga bbm bisa sama sampai papua yg bikin ya jokowi melawan para mafia itu dulu satu kalau ku jelaskan banyak yg dilakukan jokowi,[],[],151
1,saat membicarakan pertumbuhan ekonomi capres nomor urut 01 jokowi mengaitkannya dengan pemerataan ia pun berujar tak hanya memfokuskan infrastruktur di pulau jawa simak kesesuaian pernyataannya di berikut ini,"['#CekFaktaCNN', '#CNNIndonesia']",[],292
0,kartu2 yg ditawarkan jokowi hanya untuk rakyat tidak mampu bagaimana nasib karyawan yg gaji umr diatas umr dikit mereka dianggap masyarakat mampu dan tdk mendapat bantuan padahal mereka penduduk yg bekerja produktif sandiuno dahnilanzar fahrihamzah,[],"['@sandiuno', '@Dahnilanzar', '@Fahrihamzah']",254
2,jokowi jelas unggul dalam bidang ekonomi tapi kalo hukum payah kata bapak saya,[],[],141
0,teori mabok prabowo sandi pangan dibuat murah petani dibuat makmur gmn caranya kalo dibuat murah harga beli di petani juga murah gmn petani jadi makmur makmur ala gerombolan ngibul,[],[],209
1,debat final pilpres jokowi ulas pemerataan ekonomi,[],[],159
1,debat pilpres 2019 jika terpilih prabowo sandi tak ambil gaji,[],[],184
2,mari kita hargai dan rayakan pesta demokrasi ini dengan penuh suka cita bagi saya jika bapak prabowo yang menang ya alhamdulillah dan kalau bapak jokowi yang kalah tetap alhamdulillah,[],[],185
2,buat saya jokowi itu sudah harga mati pantas saja rakyak nya menyukai anda karna orang itu bisa melihat n memilih mana yg baik n mna yg buruk dsto lah anda orang nya yg mampu membawa mereka kedepan dngan negara ini salam 2 periode dri saya zaenal arip88,[],[],259
0,harga pangan murah catering murah tusuk prabowo sandi haha,[],[],60
0,apaaaaa gaji di berikan ke rakyat matamu kwi gajinya karyawan kiani kertas aja yg di tanjung redeb berau sampai sekarang gak jelas,[],[],142
2,mmng lah luar biasa pendukung 02 presiden ri kl di dlm negeri di hina sdngkan orng luar negeri aja bnr bs menghargai presiden jokowi,[],[],137
1,sebut kebijakan ekonomi salah arah prabowo protes gencarnya pembangunan infrastruktur,[],[],236
1,menayalahkan bowo menyebut kondisi ekonomi indonesia yang salah arah karena kesalahan presiden presiden sebelum jokowi jokowi riofebriant2,['#PrabowoSalahkanSBY'],"['@jokowi', '@riofebriant2']",187
1,prabowo mau naikkan tax ratio 16 jokowi nanti shock ekonomi pak,[],[],196
2,pak prabowo dan bang sandiuno niat gak ambil gaji kalo terpilih yg nyinyir langsung pada nararongol gaji mah kecil tunjangannya gede sedekah kok dipamerin kampanye bawa2 agama amal gak diterima kalo pamer duh gusti gini amat hatred nya yak,['#YourTurnBro'],"['@prabowo', '@sandiuno']",299
2,sebuah closing statement yg mantap prabowo subianto sandiaga uno akan menyumbangkan seluruh gajinya utk kemaslahatan rakyat dan kaum dhuafa masyaa allah mereka berhati mulia menjadi presiden dan wakil presiden bukan utk mencari dunia ya allah ridhoilah mereka berdua,[],[],304
1,jika terpilih prabowo sandi tak akan ambil gaji insya allah prabowo sandi akan tepati janji,[],[],156
0,iya ga ambil gaji kan yg menang pak jokowi,[],['@jokowi'],52
2,setelah di lantik prabowo sandi sudah jadi macan asia sebab saat ini tidak ada pemimpin asia yg tidak di gaji,['#YourTurnBro'],[],123
2,klo jokowi pasti butuh gaji utk nafkahi kluarga karena jokowi haram utak atik apbn gratif dlsb beda dgn bosan ktnya ga mau gaji yg sdikit itu lantas ngeruk darimana wah kpk hrs kerja keras dong klo gitu aja deh,['#JokowiLagi'],[],297
0,terimakasih pak jokowi 4 5thn ini bapak sudah mampu membuat perekonomian indonesia meroket sampai langit ke7 malah sekrg roketnya gk balik,[],['@jokowi'],140
1,pak jokowi menwarkan program membina ekonomi keluarga sejahtera mekaar binaan permodalan nasional madani pnm diluncurkan untuk menaikkan kesejahteraan warga terutama ibu ibu rumah tangga ke tingkat yang lebih atas lagi,['#JokowiMenangTotalDebat'],['@jokowi'],345
1,indonesia pada 2045 akan jadi negara dengan ekonomi terkuat keempat besar di dunia sebab itu kita harus menyiapkan langkah dan menghadapi rintangan yang ada di depan kita kata jokowi di gelora bung karno gbk jakarta sabtu 13/4/2019,[],[],240
0,pertumbuhan ekonomi di masa pak jokowi masih di angka 5 masih belum bisa menyaingi pak sby dari pihak prabowo ternyata benar kita masih banyak impor daripada ekspor /,['#bimbangmemilih'],['@jokowi'],278
1,bukan jokowi prabowo sebut ekonomi salah arah karena presiden presiden sebelumnya,[],[],227
1,terkait penyataan prabowo ahy minta tetap hargai pemimpin sebelumnya,"['#CalonPresidenNomorUrut02', '#PrabowoSubianto', '#AHY', '#AgusHarimurtiYudhoyono', '#PernyataanSikap', '#DebatKelima', '#Deindustrialidsasi']",[],668
1,khmarufamin menyampaikan bahwa ia bersama pak jokowi akan terus mengembangkan ekonomi di desa desa dengan menciptakan program dewi dewi desa wisata dedi dedi desa digital,['#JokowiMenangTotalDebat'],"['@KHMarufAmin_', '@jokowi']",205
2,kl bicara jujur prabowo wajib katakan lbh detail kl arah ekonomi/pembangunan nkri sdh salah dr rezim soeharto peliharapengusaha china dgn membunuhpengusaha pribumih ning markam/karkam darpo rahman/tamin dllkrn percayabisikancsis,[],['@prabowo'],310
2,selama lebih dari empat tahun kepemimpinan jokowi rakyat telah merasakan banyak manfaat khususnya dalam pembangunan infrastruktur pembangunan jalan pelabuhan bandara dan bendungan mampu membuka daerah terisolasi sekaligus menggerakan perekonomian nasional,[],[],263
0,dengan adanya kartu sembako murah secara tidak langsung rezim jokowi membenarkan bahwa harga harga bahan pokok saat ini mahal berarti fix jokowi gagal masih mau 2 periode,['#TusukPrabowoSandi'],"['@jokowi', '@jokowi']",227
0,ini masa tenang kok masih sebar hoax mas akhir sby itu pertumbuhan ekonomi kita masih 5 02 persen sebelum dibikin anjlok jd 4 persenan di 2015 oleh jokowi,[],[],188
0,udah ekonomi tidak tumbuh pemerataan semakin jauh eeeee ketimpangan semakin tinggi piye iki boss bacot doang,[],[],115
2,saya kira apa yang disampaikan pak jokowi bahwa merubah dan mengembangkan bukan hal yang mudah harus ada tahapan tahapan yang besar untuk mengubah ekonomi negri ini menjadi yang lebih baik lagi,['#JokowiMenangTotalDebat'],['@jokowi'],221
1,komitmen prabowo sandi tak akan ambil gaji serupiah pun jika terpilih lewat youtube,[],['@YouTube'],116
0,yernyata hanya segini otak presiden ri pantesan kagak dihargai bahasnya mobil legend dasar goblock lo dennysiregar7,[],['@Dennysiregar7'],133
2,anak muda sekarang banyak yang sudah berkecimpung dalam dunia digital maka jokowi terus akan memperbaiki sistem ekonomi digital agar lebih baik lagi,['#JokowiMenangTotalDebat'],['@jokowi'],174
0,satu lagi ka prabowo selalu bilang rakyat indonesia miskin tapi ko bisa ngasih sumbangan dan udh tau rakyatnya miskin kenapa masih diterima smbngannya lol pendukunya bilang ekonomi susah tapi bisa nyumbang gede ngga sinkron,[],[],266
2,mantan mertuanya ga bisa membela diri mbak tabiat itu susah sampai kapanpun prabowo ya akan seperti itu di atas kepentingan kekuasaan maka legacy seorang presiden hanyalah persepsi dan prabowo tidak akan pernah menghargai hal itu,[],[],235
0,balada kisah antara mobile legend dan kemakmuran rakyat prabowo digital2 itu bagus tapi rakyat kita butuh swasembada pangan pangan dalam harga terjangkau mengembangkan mobile legend gokill,"['#MobileLegends', '#YourTurnBro', '#UASdifitnahKejiDanBrutal', '#TusukPrabowoSandi']",[],308
2,bpk presiden sangat menghargai perbedaan2 saya salut,['#karena_pebedaan_itu_indahðŸ'],[],107
1,jokowi paslon jokowi dan prabowo sandiuno beradu gagasan untuk menjamin partisipasi peremuan dalam kegiatan ekonomi masing masing mengangkat ide soal dewi dedi dan 7 langkah pas apa itu,"['#DebatKelimaPilpres2019', '#DebatPilpres2019', '#Pilpres2019']","['@Jokowi', '@jokowi', '@prabowo', '@sandiuno']",251
2,penghargaan tulus seorang suami terhadap istri tercinta inilah salah satu alasan utama sy memilih pak jokowi pada pilpres 2014 dan akan memilihnya lagi pada 17 april 2019 besok,[],[],181
0,kalau ngomongin e sports seharusnya pak jokowi sadar kalau harga build pc mahalnya minta ampun turunin dollar dulu coba biar anak2 indo gampang dapat pc bagus,[],['@jokowi'],162
1,tim prabowo sandi tlg turunkan harga listrik gas lpg bbm air pdam pajak motor pupuk bibit unggul bangun dan perbaiki jalan jalan di daerah daerah rusak di seluruh indonesia,[],[],172
0,trus kalo ga mau digaji indonesia ini bisa sjahtera gtu lucu ya lucu,[],[],71
0,pendukung jokowi pasrah terhadap ekonomi rendah karna menguntungkan buat pndukung fanatisme jokowi bukan menguntungkan buat rakyat,[],[],130
0,tapi janji kampanye jokowi yang menurut gua fatal adalah kartu sembako murah kenapa banyak kok pernyataan pak jokowi bilang dulu dulu bahwa harga sembako kita murah buktinya impor terus dan klaim tingkat konsumsi masyarakat gak terganggu like f terus buat apa bikin kartu,[],[],280
0,saya kecwa sbgai milenial pak prabowo lemah bicara digital e sport pasar ekonomi it dia berfikir nya selalu konservatif padahal dunia it di depan kita looo pak,[],[],166
0,kalo yg penghasilan 30 ribu perhari itu sudah jelas sangat di perhatikan pemerintah tapi nyatanya yg gajinya udh cukup masih berkoar koar padahal bantu tetangga yg miskin gak pernah mikir,[],[],195
2,ayo yg smart bantu mengoreksi dan memperbaiki yg sudah berjalan jangan mengolok olok infrastruktur sudah mulai memadai kedepan jika industrialisasi tercipta smp ke seluruh indo sy yakin ekonomi indonesia maju pesat berdampak bagi seluruh indonesia jokowi,[],['@jokowi'],261
2,yang satu patahana yang satu oposisi yang satu punya data tapi suka salah nyebut data agar rakyat simpati padahal 0 suka aku aku apa yang dikerjakan oleh presiden sebelumnya gak guna bahas e sport ekonomi makro itu berdampak ke mikro prabowo sandi hadir untuk memperbaiki itu,[],[],341
0,pantes ente jadi kampret orang ente goblok coba ente belajar lagi tanya ke pakar pakar ekonomi tapi kasih pemaparan yg jelas biar ente tau gimana caranya berbisnis,[],[],187
2,semoga di periode kedua masa pemerintahan bapak jokowi dan marufaminnu ada kebijakan utk mensubsidi harga obat2x an berkualitas paten agar banyak rakyat yg sakit seperti saya bisa lekas sembuh dan bekerja lagi go 01,[],"['@jokowi', '@MarufAminNU']",220
2,gua juga akui janji janji pak prabowo ya terlalu umum gak spesifik misal janji harga sembako murah nah ini mekanismenya gimana dikasih tau gak caranya ke masyarakat jadi ya utk masyarakat yang oportunis mikirnya lah apaan ini kagak nyentuh kehidupan gua langsung,[],[],276
2,kemenangan indonesia adalah kemenangan prabowo sandy indonesia makmur kedaulatan ekonomi pangan hanya dg tps kedaulatan negara hanya dg tps,[],[],146
1,adakah yang punya tulisan dari media atau apapun itu medianya yg netral ya bukan media yang pro sana sini mengenai kekuatan dan kelemahan pemerintahan pak jokowi di bidang ekonomi,[],[],182
2,isu murahan salah satu contoh yg menunjukkan minimnya kreativitas kubu 01 hoax fitnah dan pecah belah terlalu mudah dibuat mentah sayangnya sy tak tahu harga partai sosmed pd berkomitmen di 02 clean n clear,[],[],245
0,how to repair that shit dude misal kata prabowo saya akan menurunkan harga sembako tapi program nya gak disampaikan tapi liat program jokowi menurunkan harga sembako dengan kartu sembako murah so program siapa yg lebih konkret dan jelas kalau cuma berkata saya akan semua bisa,[],[],279
0,sy juga mau mengeluh pak abdillah sejak presiden jokowi pacar sy makin tua aja penampilannya kebijakan pak jokowi tdk berpihak kepada kami yg lagi pacaran mudah ok ngoceh nya pak sandi bisa mengatasi masalah penuaan pacar sy harga kosmetik mahal semua,[],[],265
1,mau nanya kan kulihat prabowo itu ahli militer dan sandi ahli ekonomi boleh ga aku cucuk dua02nya,[],[],98
2,perbedaan nya di masa depan adalah kebijakan sby tinggallah hanya sebuah catatan histori di masa lalu sedangkan jokowi memberikan legacy ekonomi dan pembangunan untuk generasi2 selanjutnya,['#Jokowi'],[],197
2,saat ini hanya 2 pemimpn aktif yg tidak mau di gaji paus fransiskus dan donald trump inshaa allah prabowo sandi menyusul,['#YourTurnBro'],[],137
2,saya dan saudara saudara saya sebangsa dan setanah air juga bangga menjadi indonesia negeri indah permai kaya ragam budaya adat istiadat yg dikagumi dunia harta tak ternilai harganya walau dinilai dengan segunung emas sekalipun,[],[],232
0,trus elo mau nudih2 yg fitnah2 dari pqk jokowi yaa woii gak mikir ente hidupi kasih mkn anak binimu fan hidupi kluarga2 ente semua dari gaji uang rakyat krja ente cuma teriak2 demi belain si bosmu tnpa mikir reputasi hasil kerja halal apa haram ente embat,[],['@jokowi'],267
0,haha dungu lu prabowo mah ikhlas gaji aja diberikan kepada negara bila terpilih,[],[],81
1,prabowo janji pertumbuhan ekonomi 8 rizal ramli jelaskan caranya lewat tirtoid cc ramlirizal,[],"['@tirtoid', '@RamliRizal']",121
0,jokowi jg punya sejarah yg gk bs d hapus contoh naikin listrik sembako bbm gaji pns cm naik 5 itu pun jelas pilpres 4x ga dtg k acara pbb di sebut sm menterinya presiden grusak grusuk janji membebaskn abubakar baasyir malah gajd 90 asn jual beli jabatan kasus novel dll,[],[],280
2,presiden jokowi kebijakannya dalam anggaran kue pembangunan ekonomi lebih merata beliau mengurangi subsidi untuk kepentingan ekonomi lain yg lebih fundamental yaitu infrastruktur,['#OpportunityCost'],[],198
1,dukung prabowo dahlan iskan sebut jokowi gagal penuhi janjinya di bidang ekonomi cc ramlirizal,[],['@RamliRizal'],125
0,jika di lihat di awal pemerintahan pak sby tahun 2005 pertumbuhan perekonomian kita mengalami hal yangenggembirakan yaitu naik 5 7 nah jokowi janji 7 nyatanya ini bisa di simpulkan dia asal buat janji ketika tidak tercapai alasan ekonomi makro,[],[],264
1,prabowo ekonomi ri salah arah karena salah presiden presiden sebelum jokowi,[],[],204
2,terlihat jelas dalam debat terakhir jokowi sangat menguasai jalannya debat dimana beliau tegaskan kepada lawanya tentang ekonomi makro dan mikro,['#JokowiMenangTotalDebat'],[],169
0,ketika seorang presiden menganggap mainan bocah sebagai solusi ekonomi nasional waktu anda habis jokowi,[],[],115
1,prabowo sandiaga janji tak ambil gaji karena sudah mampu secara ekonomi,[],[],190
2,jokowi juga ingin memasukan digital ekonomi melalui anak anak muda kita yang sudah mengembangkan teknologi dan digabungkan dengan hasil petani pertanian maupun perikanan untuk lebih luas menjual kepada konsumen,['#JokowiMenangTotalDebat'],[],235
2,terima kasih pak jokowi pimpin kami satu periode lagi untuk indonesia bartambah maju aku cinta indonesia nkri pancasila harga mati,['#17AprilCoblosJokowiAmin'],[],194
0,ngajarin ekonomi mikro dan makro ke raja bisnis mereka lupa bahwa pak prabowo dan bang sandi pengusaha top,[],[],111
1,namun prabowo justru menilai kondisi tersebut bukan kesalahan jokowi sebagai presiden saat ini tapi kesalahan dari presiden presiden sebelumnya debat capres prabowo salahkan presiden sebelum jokowi terkait kondisi ekonomi lewat serujinews,[],['@serujinews'],356
2,jokowi memperbaiki ekonomi indonesia raya si sandi masih bergelut dengan ekonomi bu mia beda kelas bangaatt,[],[],113
1,ogah ambil gaji presiden intip harta kekayaan prabowo sandiaga besaran penghasilan ri 1,[],[],225
1,prabowo sandi janji tak ambil gaji jika menang pilpres 2019,[],[],185
2,esport lg buming sdh jd hobi dan dipertandingkan dibanyak negara bahkan asian games dan asean games dan itu pertanyaan yg millenial banget lu bicara pemerataan kesejahteraan calon 02 bagian dr 1 elite yg gaji karyawannya terkatung2 jokowi sdh mempraktekkan pertanyaan 02,[],[],274
2,secara garis besar jokowi bertanya ekonomi digital yg di dalamnya ada bisnis games pembuat game dan pemain game klo lbh simplenya anda pasti sering buka playstore dan ekonomi digital lainnya masih banyak pak jokowi hnya mnyebut salah satunya saja,[],[],252
0,santun kalo pertumbuhan ekonomi 5 buat apa,[],[],45
2,gak penting soal kita akan lapar yg penting bagaimana pemerintah menjamin harga bahan baku dippasaran,[],[],104
0,gaji sepeser tak diambil hanya ambil utk balik modal dan bayar hutang prabowo 6 9 t saja ya keuntungam sekian t wooooii lelembut kami rakyat indonesia tidak sebodoh pendukungmu yg 7 juta umat itu,[],[],203
0,debat ke 5 prabowo mau belajar ekonomi ke tiongkok lupa kalau kampret benci china author mora sifudan di debat capres cawapres malam ini prabowo mengusulkan agar indonesia,[],[],283
2,jika mau harga bahan pokok terjangkau tenaga medis pasien di perbaiki kesejahteraan guru honorer mudah lapangan kerja maka tusuk prabowo sandiuno its time we have a president who is proud to stand up for people,"['#02MenangDebat', '#TheGreatCampaignOfPrabowo']","['@prabowo', '@sandiuno']",264
2,kompascom yaelaah pak jokowi kalo mo nurunin tuh harga2 bs aja x semuanya kan butuh perhitungan yg cermat dan matang gk asal2an,"['#01IndonesiaMaju', '#2019TetapJokowi']",['@kompascom'],166
2,saya bukan mengatakan itu bukan ekonomi makro bos tapi jangan jadikan itu sebagai alasan nyatanya pertumbuhan perekonomian kita cuma 5 kok terendah ya itu memang ekonomi makro nah jokowi sudah gagal nih mengelola ekonomi makro ya kan sudah saat nya di ganti,[],[],281
1,pada debat tadi malam capres nomor urut 02 prabowo sempat menuturkan jika perekonomian indonesia salah arah yang ditandai dengan mengalirnya kekayaan ke luar negeri temukan kesesuaian pernyataannya berikut ini,['#CNNIndonesia'],['@prabowo'],281
0,namanya aja wowo menuding sby dibalik semua kesalahan ekonomi indonesia jokowi 95teguh jangan di dengerlah si wowo itu,['#PrabowoSalahkanSBY'],"['@jokowi', '@95_teguh']",168
0,rakyat butuh fundamental ekonomi yaitu pangan sandang dan papan bukan digital model mobile legend timeout for pencitraan,[],[],121
1,ditanya soal esports oleh jokowi prabowo minta sandiaga yang jawab idn times jokowi bertanya soal ekonomi digital esport ke prabowo,[],[],187
0,adegan iconik di debat ke 5 prabowo ekonomi kita terpuruk karena ada 1 elite menguasai dan menikmati kekayaan bangsa ini kyai ma apa bpk termasuk 1 itu prabowo ya saya yg 1 itu oalah selama ini prabowo lagi ngomongin dirinya sendiri toh hehehe,['#PrabowoSalahkanSBY'],[],277
2,saya percaya krn prabowo sandiuno tlh trbukti mrk bisa hidup mapan terhormat sangkin mapan trhormatnya khidupn mrka gaji pun tak brniat mrka ambil mrk jd capres bkn utk mncari kekayaan tp ingin msyarakt indonesia mapan berhasil sprti mrk,['#UASdifitnahKejiDanBrutal'],"['@prabowo', '@sandiuno']",344
0,yg gak nyambung itu jokowi dia gak nyimak masalah game online udah dijawab sandiaga uno dan disambung oleh prabowo masalah game online itu cm hal kecil yg perlu sekarang ini adalah lapangan pekerjaan meningkatkan kesejahteraan petani dan menurunkan harga2 lo tonton lg rekamany,[],[],280
0,jangan main fitnah gtu dong gausah diperlihatkan tangan kaki kalian semua para dungu bergetar takut mendengar pilihan guru kami untuk memilih pak prabowo kalian kan sudah didukung oleh ratusan org yg berpengaruh di indonesia mengapa takut dengan seorang guru ngaji,['#saveUAS'],[],279
2,janji manis para pilpres pks menang bebas pajak kendaraan prabowo sandi menang gaji kerja untuk rakyat miskin jokowi menang pengangguran digaji bagaimana kalau mereka di menangkan semua,[],[],210
2,industri sekecil apapun bisa jadi penopang ekonomi tidak terbengkalai tp industri kita masih blum bisa bersaing karna infrastruktur kita yg tertinggal jauh makanya adaa prioritas dlm pembangunan tdk akan bisa sekaligus semua bertahap n hasilnya akan baik,[],[],257
